Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,KHM,2019,41.6666666666667,0.5,0,0.5,0,1,0,0,0.5,1,0.5,0,1,50,0,1,1,1,0,0,0,1,46.6666666666667,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,1,0,0,48.8690476190476,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,16487000
Kiribati,KIR,2019,16.6666666666667,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,118000
St. Kitts and Nevis,KNA,2019,33.3333333333333,1,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.5714285714286,0,0,0,1,1,0,0,20.2678571428571,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,53000
Lao PDR,LAO,2019,29.1666666666667,1,0.5,0,0.5,0,0,0,0,1,0.5,0,0,37.5,1,1,0,0,0,1,0,0,26.6666666666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,71.4285714285714,1,1,1,1,0,0,1,41.1904761904762,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,7169000
Lebanon,LBN,2019,37.5,1,0.5,0,0,0,0,0,0.5,1,0.5,1,0,12.5,0,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,42.8571428571429,0,1,0,1,1,0,0,29.8809523809524,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0,1,1,6856000
Liberia,LBR,2019,41.6666666666667,1,0,0.5,0,1,0,0.5,0.5,1,0.5,0,0,12.5,0,0,0,1,0,0,0,0,43.3333333333333,0.5,1,0,0,0,0,1,1,1,0,0,0,1,0,1,28.5714285714286,0,0,1,1,0,0,0,31.5178571428571,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0,0,1,1,4937000
Libya,LBY,2019,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20833333333333,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6777000
St. Lucia,LCA,2019,33.3333333333333,1,0,0.5,0,0,0,0,0,1,0.5,1,0,25,1,0,0,0,0,1,0,0,30,0,1,0,0,0.5,0,0,0,1,0,0,0,1,0,1,42.8571428571429,0,1,0,1,1,0,0,32.797619047619,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0,0,0,1,1,1,183000
Sri Lanka,LKA,2019,54.1666666666667,1,0.5,1,0,1,0,0,0,1,1,1,0,62.5,1,1,1,1,0,1,0,0,43.3333333333333,0,0,0,0,0.5,0,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,61.4285714285714,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,0,0,1,0,1,1,21757000
Lesotho,LSO,2019,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,62.5,1,1,0,1,1,0,1,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,0,1,1,1,1,0,1,51.1904761904762,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0,0,1,1,2125000
Morocco,MAR,2019,50,1,0,0.5,0.5,1,1,0,0,1,1,0,0,50,1,1,0,1,0,0,0,1,46.6666666666667,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,57.1428571428571,0,1,1,1,1,0,0,50.9523809523809,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0,0,0,0,1,1,36472000
Moldova,MDA,2019,91.6666666666667,1,1,1,1,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,73.5119047619048,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,1,1,1,1,1,1,2699000
Madagascar,MDG,2019,25,0,0,0,0,1,0,0,0.5,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,42.8571428571429,0,1,1,1,0,0,0,26.7559523809524,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0,0,0,0,1,1,26969000
Maldives,MDV,2019,54.1666666666667,0.5,0.5,1,0.5,1,0,0.5,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,23.3333333333333,0,0,0,0,0.5,0,1,0,1,0,0,0,0,0,1,42.8571428571429,0,0,1,1,1,0,0,33.2142857142857,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0,0,0,1,1,1,531000
Mexico,MEX,2019,79.1666666666667,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,75,1,0,1,1,1,1,0,1,70,1,1,1,0,0.5,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,77.4702380952381,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,1,1,1,0,1,1,127576000
Marshall Islands,MHL,2019,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.54166666666667,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,59000
North Macedonia,MKD,2019,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,25,0,0,0,1,0,1,0,0,56.6666666666667,1,1,0.5,0,0,1,0,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,60.5952380952381,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,0,1,0,0,1,1,2083000
Mali,MLI,2019,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,26.6666666666667,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,71.4285714285714,1,1,1,1,1,0,0,41.1904761904762,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0,0,0,0,NA,NA,19658000
Myanmar,MMR,2019,33.3333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,36.6666666666667,0.5,0,0,0,0,0,1,1,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,1,0,0,41.1607142857143,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0,0,0,0,1,1,54045000
Montenegro,MNE,2019,58.3333333333333,1,1,1,0.5,1,0,0,0,1,0.5,1,0,50,1,1,0,1,0,1,0,0,63.3333333333333,1,1,0.5,0,0,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,64.3452380952381,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0,1,0,0,1,1,622000
Mongolia,MNG,2019,66.6666666666667,1,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,62.5,1,1,0,1,0,1,1,0,66.6666666666667,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,100,1,1,1,1,1,1,1,73.9583333333333,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,1,1,1,1,3225000
Mozambique,MOZ,2019,33.3333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,1,1,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,1,1,0,47.4702380952381,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0,0,0,0,1,1,30366000
Mauritania,MRT,2019,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,0,1,1,1,1,0,1,35.9821428571429,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0,0,1,1,4526000
Mauritius,MUS,2019,75,1,0,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,53.3333333333333,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,71.4285714285714,1,1,1,1,1,0,0,65.5654761904762,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,1,1,1,1,1,1,1268000
Malawi,MWI,2019,29.1666666666667,1,0.5,0.5,0,0,0,0,0,1,0.5,0,0,37.5,1,0,0,0,0,0,1,1,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,57.1428571428571,0,1,1,1,1,0,0,39.2857142857143,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,0,0,0,0,1,1,18629000
Malaysia,MYS,2019,58.3333333333333,1,0.5,1,0.5,1,0,0,0,1,1,1,0,50,1,0,1,1,0,1,0,0,43.3333333333333,0,0,1,0,0.5,1,0,1,1,0,0,0,1,1,0,100,1,1,1,1,1,1,1,62.9166666666667,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,1,1,0,1,0,0,31950000
Namibia,NAM,2019,29.1666666666667,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,37.5,1,1,0,0,0,1,0,0,33.3333333333333,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,71.4285714285714,1,1,1,1,0,0,1,42.8571428571429,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0,0,0,0,2495000
Niger,NER,2019,33.3333333333333,0.5,0,0.5,0,1,0,0,0.5,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,71.4285714285714,1,1,1,1,1,0,0,37.6488095238095,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0,0,1,1,23311000
Nigeria,NGA,2019,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,25,0,0,0,1,0,0,1,0,53.3333333333333,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,71.4285714285714,1,1,1,1,1,0,0,46.8154761904762,NG,Abuja,7.48906,9.05804,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Nigeria,0,0,0,0,1,1,200964000
Nicaragua,NIC,2019,33.3333333333333,1,1,0.5,0,0,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,46.6666666666667,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,28.5714285714286,0,1,0,0,1,0,0,33.3928571428571,NI,Managua,-86.2734,12.1475,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Nicaragua,1,1,1,1,1,1,6546000
Nepal,NPL,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,0,1,0,40,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,42.8571428571429,0,1,0,0,1,1,0,38.4226190476191,NP,Kathmandu,85.3157,27.6939,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,Nepal,0,0,0,0,1,1,28609000
Nauru,NRU,2019,12.5,0.5,0,0,0,0,0,0,0,0,0,1,0,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,1,9.82142857142857,NR,Yaren District,166.920867,-0.5477,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,13000
Pakistan,PAK,2019,29.1666666666667,1,0,1,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,40,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,42.8571428571429,0,1,0,1,1,0,0,40.5059523809524,PK,Islamabad,72.8,30.5167,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDB,XH,Blend,Pakistan,0,0,0,0,1,1,216565000
Panama,PAN,2019,37.5,0.5,1,0.5,0,0,0,0,0,1,0.5,1,0,50,1,1,0,1,0,1,0,0,30,1,0,0,0,0.5,0,0,1,1,0,0,0,1,0,0,57.1428571428571,1,1,0,1,1,0,0,43.6607142857143,PA,Panama City,-79.5188,8.99427,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Panama,0,0,1,0,0,0,4246000
Peru,PER,2019,41.6666666666667,1,0,1,0.5,0,0,0.5,0,1,1,0,0,75,1,1,0,1,1,1,0,1,53.3333333333333,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,0,1,63.9285714285714,PE,Lima,-77.0465,-12.0931,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Peru,0,0,0,0,1,1,32510000
Philippines,PHL,2019,45.8333333333333,1,0,0.5,0,1,0,0,0,1,1,1,0,75,1,1,1,1,0,1,0,1,56.6666666666667,0.5,1,0,0,0,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,65.8035714285714,PH,Manila,121.035,14.5515,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Philippines,0,0,0,0,1,1,108117000
Palau,PLW,2019,45.8333333333333,0.5,0.5,1,0.5,1,0,0,0.5,0,0.5,1,0,25,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.7083333333333,PW,Koror,134.479,7.34194,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,18000
Papua New Guinea,PNG,2019,20.8333333333333,0.5,0.5,0,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,14.2857142857143,0,1,0,0,0,0,0,16.9047619047619,PG,Port Moresby,147.194,-9.47357,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Papua New Guinea,0,0,NA,NA,1,1,8776000
Poland,POL,2019,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,62.5,1,1,0,1,0,1,0,1,60,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,85.7142857142857,1,1,1,1,1,0,1,74.9702380952381,PL,Warsaw,21.02,52.26,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Poland,1,1,1,1,0,0,37928000
Paraguay,PRY,2019,50,1,0.5,0.5,0,1,0,1,0.5,1,0.5,0,0,50,1,0,1,1,0,1,0,0,60,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,57.1428571428571,1,1,0,0,1,0,1,54.2857142857143,PY,Asuncion,-57.6362,-25.3005,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Paraguay,0,0,1,1,1,1,7045000
West Bank and Gaza,PSE,2019,58.3333333333333,0,0.5,1,0.5,1,0,1,0,1,1,0,1,75,1,1,1,1,0,1,0,1,36.6666666666667,0,1,0,0,0.5,0,0,1,1,0,0,0,1,1,0,100,1,1,1,1,1,1,1,67.5,PS,NA,NA,NA,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,LNX,XX,Not classified,West Bank and Gaza,NA,NA,1,0,0,0,4690000
Romania,ROU,2019,83.3333333333333,1,1,1,1,0,1,1,1,1,1,1,0,62.5,1,1,0,1,0,1,0,1,73.3333333333333,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,76.2202380952381,RO,Bucharest,26.0979,44.4479,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Romania,1,1,1,1,1,1,19328000
Russian Federation,RUS,2019,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,50,1,1,0,1,0,1,0,0,70,1,1,0.5,0,1,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,74.3452380952381,RU,Moscow,37.6176,55.7558,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Russian Federation,0,1,1,1,NA,NA,144369000
Rwanda,RWA,2019,41.6666666666667,0.5,0.5,1,0.5,1,0,0,0,1,0.5,0,0,62.5,1,0,1,1,1,0,0,1,40,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,85.7142857142857,0,1,1,1,1,1,1,57.4702380952381,RW,Kigali,30.0587,-1.95325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Rwanda,0,0,0,0,1,1,12627000
Sudan,SDN,2019,12.5,0,0,0,0,0,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,42.8571428571429,0,1,0,1,1,0,0,21.9642857142857,SD,Khartoum,32.5363,15.5932,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Sudan,0,0,0,0,NA,NA,42813000
Senegal,SEN,2019,50,1,0.5,0.5,0,1,0,0,1,1,1,0,0,37.5,1,1,0,0,1,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,85.7142857142857,1,1,1,1,1,0,1,49.9702380952381,SN,Dakar,-17.4734,14.7247,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Senegal,0,0,0,0,1,1,16296000
Solomon Islands,SLB,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57.1428571428571,0,1,0,1,1,0,1,25.952380952381,SB,Honiara,159.949,-9.42676,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Solomon Islands,0,0,0,0,1,1,670000
Sierra Leone,SLE,2019,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,25,1,0,0,0,0,0,1,0,40,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,57.1428571428571,0,1,1,0,1,0,1,35.7440476190476,SL,Freetown,-13.2134,8.4821,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Sierra Leone,0,0,0,0,1,1,7813000
El Salvador,SLV,2019,66.6666666666667,1,1,1,0,1,0,1,0,1,1,1,0,12.5,0,0,0,1,0,0,0,0,53.3333333333333,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,42.8571428571429,1,1,0,0,1,0,0,43.8392857142857,SV,San Salvador,-89.2073,13.7034,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,El Salvador,0,0,0,0,1,1,6454000
Somalia,SOM,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.2857142857143,0,1,0,0,0,0,0,5.23809523809524,SO,Mogadishu,45.3254,2.07515,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,15443000
Serbia,SRB,2019,79.1666666666667,1,1,1,0.5,1,1,0.5,0,1,0.5,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,85.7142857142857,1,1,1,1,1,1,0,72.0535714285714,RS,Belgrade,20.4656,44.8024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Serbia,1,1,1,1,1,1,6953000
South Sudan,SSD,2019,25,1,0.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,0,1,1,0,0,0,0,13.3928571428571,SS,Juba,31.6,4.85,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,South Sudan,0,0,0,0,0,0,11062000
Sao Tome and Principe,STP,2019,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,42.8571428571429,0,0,1,1,1,0,0,28.2142857142857,ST,Sao Tome,6.6071,0.20618,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Sao Tome and Principe,0,0,0,0,1,1,215000
